id;name;host_id;host_name;neighbourhood_group;neighbourhood;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365
51850;( F) Excellent/Pvt Rm;27848;Jullett;Queens;Jamaica;Private room;55;2;52;20/05/2019;0.49;2;365
53137;Quiet, sunny Midtown Manhattan apt.;240360;Marlaine;Manhattan;Hell's Kitchen;Entire home/apt;195;5;10;01/07/2019;1.01;1;0
53196;Big Room/Washer-Dryer/Wifi/AC/JMZ;247432;;Brooklyn;Bedford-Stuyvesant;Private room;80;2;11;13/11/2017;0.48;1;0
53469;cozy studio with parking spot;204539;Mark;Queens;Middle Village;Entire home/apt;98;30;33;09/05/2015;0.31;5;240
53470;Clean and convenient 2BR apartment;204539;Mark;Queens;Ridgewood;Private room;140;7;6;08/10/2015;0.06;5;365
53477;3 floors of luxury!;204539;Mark;Queens;Middle Village;Entire home/apt;265;7;38;27/04/2019;0.38;5;365
54158;The Institute—Heart of Williamsburg;10889;Bob;Brooklyn;Williamsburg;Entire home/apt;249;2;358;20/06/2019;3.44;2;164
54453;MIDTOWN WEST - Large alcove studio;255583;Anka;Manhattan;Hell's Kitchen;Shared room;105;6;10;07/01/2014;0.09;1;363
54466;Beautiful Uptown Manhattan apartmnt;253385;Douglas;Manhattan;Harlem;Private room;200;30;0;;;1;365
54508;Sml Rm in pr Brst  Park Sl great for Med/students;210746;Kathleen R.;Brooklyn;Prospect Heights;Private room;100;2;226;06/06/2019;2.12;3;250
54544;City Room - Private Penthouse Apt.;256161;Wayne;Manhattan;Harlem;Entire home/apt;121;1;104;22/06/2019;1.00;5;247
54626;Cozy bedroom by Yankee Stadium;190409;Waundell;Bronx;Highbridge;Private room;45;1;138;30/06/2019;1.45;3;323
54860;Great apartment with private bathroom and entrance;258164;Jenny;Manhattan;East Harlem;Private room;100;5;204;23/06/2019;1.92;1;192
55467;Private Garden Apt • New Renovation;260709;Paul;Brooklyn;Williamsburg;Entire home/apt;140;2;253;02/07/2019;3.04;1;125
55498;Modern comfort in art infused landmark Brownstone;262138;Tami;Brooklyn;Bedford-Stuyvesant;Private room;71;2;23;01/07/2019;0.22;1;91
55668;NOHO/EAST VILLAGE, PRIVATE 1/2 BATH;88209;Jason;Manhattan;NoHo;Private room;130;2;115;05/12/2018;1.17;1;75
55737;Sleek & Comfortable Soho Apt;263414;Pete;Manhattan;West Village;Entire home/apt;199;5;129;19/05/2019;1.22;1;286
55959;Spacious Williamsburg Share w/ LOFT BED;168525;Gus;Brooklyn;Williamsburg;Private room;69;4;82;10/06/2019;1.13;2;60
55982;Cozy 2 br in sunny Fort Greene apt;264928;Sally;Brooklyn;Fort Greene;Private room;68;3;37;31/12/2018;0.35;1;0
56467;Cozy East Village Railroad 1 Bed!;267593;Leonardo;Manhattan;East Village;Entire home/apt;130;1;204;01/07/2019;2.04;1;192
56525;1 Bedroom Loft w/ Private Roof Deck;268014;Alex;Brooklyn;Greenpoint;Entire home/apt;195;2;69;13/06/2019;0.65;1;58
56859;City Room - Private & Comfy Bedroom;256161;Wayne;Manhattan;Harlem;Private room;64;1;192;03/06/2019;1.84;5;245
57166;Elegant NYC Pad;272006;Vasili;Queens;Ditmars Steinway;Entire home/apt;140;2;17;17/06/2019;0.16;1;292
57297;Clean & bright 1BR in Cobble Hill, GREAT location!;199392;S.M.;Brooklyn;Cobble Hill;Entire home/apt;159;2;222;24/06/2019;2.12;1;279
57468;Modern, Large East Village Loft;239208;Ori;Manhattan;East Village;Entire home/apt;189;3;205;23/06/2019;1.96;1;0
57618;Great new apt, close to everything;274557;Ana;Manhattan;Hell's Kitchen;Entire home/apt;250;3;94;09/06/2019;0.96;1;3
57740;Quiet & Clean Retreat in the City;275459;I;Manhattan;East Village;Entire home/apt;239;3;7;24/05/2019;0.07;1;351
57754;Stylish Large Gramercy Loft!;275578;R;Manhattan;Flatiron District;Entire home/apt;305;2;108;30/06/2019;1.09;1;201
57874;The Brownstone-Luxury 1 Bd Apt/NYC;276291;Simon;Manhattan;Harlem;Entire home/apt;155;3;222;26/06/2019;2.10;2;232
58059;PRIVATE Room on Historic Sugar Hill;277379;Agnes;Manhattan;Harlem;Private room;60;1;458;03/07/2019;4.58;2;258
58062;South Slope Green;277394;Linda;Brooklyn;Windsor Terrace;Private room;135;2;21;17/05/2019;0.26;1;272
58467;17 Flr. Manhattan Views, Nr. Subway;279797;Dave;Manhattan;Roosevelt Island;Private room;120;7;17;08/05/2019;0.30;1;341
59014;Spacious 1BR, Adorable Clean Quiet;282927;Drica;Manhattan;Lower East Side;Entire home/apt;150;3;41;02/01/2019;0.39;1;244
59121;Nice, clean, safe, convenient 3BR;204539;Mark;Queens;Ridgewood;Entire home/apt;140;14;1;17/09/2012;0.01;5;365
59642;Franklin St Flat in Trendy Greenpoint Brooklyn;274782;Betty;Brooklyn;Greenpoint;Entire home/apt;135;2;69;19/05/2019;0.67;1;12
59709;Artistic, Cozy, and Spacious w/ Patio! Sleeps 5;186084;Ricardo & Ashlie;Manhattan;Chinatown;Entire home/apt;250;4;18;01/07/2019;0.18;2;265
59855;One bedroom Apt. in NYC;288031;Leslie;Manhattan;Midtown;Entire home/apt;250;30;82;05/01/2016;0.78;1;0
60164;Beautiful, elegant 3 bed SOHO loft;289653;Harrison;Manhattan;SoHo;Entire home/apt;500;4;94;23/06/2019;0.99;1;329
60457;Spacious Greenwich Village Apt;99212;Jessica;Manhattan;Greenwich Village;Entire home/apt;225;5;10;11/05/2019;0.10;1;91
60611;SpaHa Studio Monthly Rental;292204;Blanca;Manhattan;East Harlem;Entire home/apt;125;28;183;29/09/2018;1.83;2;365
60666;City Room - Private Luxury Suite;256161;Wayne;Manhattan;Harlem;Private room;92;1;189;11/06/2019;1.82;5;253
60673;Private Room/bath Luxurious Harlem;249372;Cynthia;Manhattan;Harlem;Private room;175;2;1;07/10/2018;0.11;1;365
60680;The gem of the East Village;292630;Mich;Manhattan;East Village;Entire home/apt;99;2;127;20/06/2019;1.22;1;320
60794;Bright and spacious, garden below!;293394;Rachel;Manhattan;Upper West Side;Entire home/apt;195;4;4;25/08/2017;0.04;1;0
60948;ACCOMMODATIONS GALORE #2;126607;Laurine;Manhattan;East Harlem;Entire home/apt;140;3;135;20/06/2019;1.30;3;192
61167;Colorful Private One Bedroom Apt;295760;Greta;Manhattan;Little Italy;Entire home/apt;135;2;21;12/12/2015;0.20;1;0
61224;Huge Chelsea Loft;291112;Frank;Manhattan;Chelsea;Entire home/apt;500;2;35;27/07/2017;0.34;1;348
61406;Great room in great location;297176;Bethania;Manhattan;Harlem;Private room;80;14;10;01/06/2019;2.21;2;0
61492;Exclusive Room with Private Bath in  LES;297769;Tunji;Manhattan;Chinatown;Private room;120;4;171;23/06/2019;1.80;2;353
61509;Quiet, clean midtown apt w. elevato;23619;Anna/Fonzy;Manhattan;Midtown;Entire home/apt;110;200;92;30/04/2019;0.90;1;140
62095;BK Sweet Suite w/Kitchen&FullBath;281764;Colette&Sean;Brooklyn;East Flatbush;Entire home/apt;65;3;238;14/06/2019;2.30;1;2
62427;Great East Village Apartment Rental;303882;Brie;Manhattan;East Village;Entire home/apt;130;50;56;26/05/2019;0.58;1;56
62430;BROWNSTONE SUNDRENCHED BEAUTY;197755;Sheila;Brooklyn;Bushwick;Entire home/apt;99;3;111;22/06/2019;2.13;1;68
62452;A SpeciaL!! Private Room in NY;303939;Lissette;Staten Island;Tompkinsville;Private room;36;2;193;25/06/2019;1.85;6;360
62461;B NYC Staten Alternative...;303939;Lissette;Staten Island;Tompkinsville;Private room;37;2;147;10/06/2019;1.44;6;0
62787;C Private Room By The Ferry;303939;Lissette;Staten Island;Tompkinsville;Private room;37;2;177;02/07/2019;1.71;6;320
62891;Smallest House In The Village;306545;Olivia;Manhattan;East Village;Entire home/apt;175;3;185;24/05/2019;1.78;2;326
62903;Beautiful modern studio apartment in heart of NYC;306605;Daniel;Manhattan;Chelsea;Entire home/apt;205;9;62;21/06/2019;0.70;2;76
62925;Beautiful Landmarked Duplex;306739;Maya;Brooklyn;Greenpoint;Entire home/apt;285;3;124;16/06/2019;1.22;3;279
63299;BROOKLYN > Guest Room w/ Queen Bed in Williamsburg;308875;Scott;Brooklyn;Williamsburg;Private room;59;2;181;23/06/2019;1.77;2;15
63320;D Private Che@p Room 2 Explore NYC;303939;Lissette;Staten Island;Tompkinsville;Private room;36;2;333;02/07/2019;3.19;6;340
63360;Safe cute near subway& Manhattan NY NY retro style;307962;Dennis & Naoko;Queens;Astoria;Entire home/apt;99;5;441;24/06/2019;4.50;1;226
63546;Large and Cozy Private Bedroom;308652;Antonín;Brooklyn;Kensington;Private room;39;1;45;16/05/2019;0.46;2;365
63573;Small tidy bedroom in duplex;310458;Emily;Brooklyn;Park Slope;Private room;60;14;9;29/08/2016;0.09;2;0
63588;LL3;295128;Carol Gloria;Bronx;Clason Point;Private room;90;2;0;;;7;349
63610;DOMINIQUE'S NY mini efficiency* wifi*metro*quiet;310670;Vie;Bronx;Eastchester;Entire home/apt;105;2;38;27/06/2019;0.50;13;365
63657;Private, Large & Sunny Top Floor Apt  w/W&D;170510;Renée;Brooklyn;Bedford-Stuyvesant;Entire home/apt;135;2;248;25/06/2019;2.39;2;11
63693;Cottage in the Village;306545;Olivia;Manhattan;East Village;Entire home/apt;390;5;143;19/06/2019;1.38;2;316
63719;BEDROOM1 FOR RENT 10min from Manhan;311286;Helene;Brooklyn;Bedford-Stuyvesant;Private room;70;3;36;19/08/2018;0.41;4;281
63913;HOSTING YOUR  SUNNY, SPACIOUS NYC ROOM;312288;Paula;Manhattan;Inwood;Private room;75;7;0;;;2;323
64000;Williamsburg near soho. / loftbed;312722;Kristian & Di;Brooklyn;Williamsburg;Private room;60;17;14;07/01/2019;0.14;4;362
64015;Prime East Village 1 Bedroom;146944;David;Manhattan;East Village;Entire home/apt;200;3;0;;;1;0
64107;BROOKLYN  STUDIO APARTMENT;313317;Niya;Brooklyn;Crown Heights;Private room;100;3;279;24/06/2019;2.69;1;301
64277;BEDROOM2 FOR RENT  10min from Manh;311286;Helene;Brooklyn;Bedford-Stuyvesant;Private room;70;4;18;02/01/2019;0.22;4;189
64314;cozy bedroom in lovely garden apt;314256;Debbie;Brooklyn;Crown Heights;Private room;110;6;50;26/05/2019;3.55;1;0
64365;Crown Heights Garden Apt.;314582;Anthony;Brooklyn;Crown Heights;Private room;60;2;227;27/06/2019;2.27;2;287
64707;Amazing  Sunny & Breezy Home In the Heart of  NYC;7310;Tilly;Manhattan;Little Italy;Entire home/apt;90;14;1;02/01/2019;0.16;1;14
64837;ENJOY Downtown NYC!!;46978;Edward;Manhattan;East Village;Private room;68;2;203;23/06/2019;1.96;2;86
65019;Charming UWS Treehouse Apt;317809;Claire;Manhattan;Upper West Side;Entire home/apt;115;2;210;06/07/2019;2.10;1;261
65268;Share a HOME - $75 for 1 bdrm/++ for 2 - Brooklyn;319092;Juhli;Brooklyn;Bedford-Stuyvesant;Private room;75;5;64;05/01/2019;0.67;1;68
65556;Room in S3rd/Bedford, Williamsburg;320422;Marlon;Brooklyn;Williamsburg;Private room;60;3;0;;;1;0
65562;CHARMING EAST VILLAGE 2 (or 1) BR;320450;Mary D;Manhattan;East Village;Entire home/apt;129;7;5;03/01/2019;0.15;1;231
65615;Farmhouse Apartment in Williamsburg;320761;Valerie;Brooklyn;Williamsburg;Entire home/apt;130;10;49;29/06/2019;0.48;1;152
65660;Bright+Spacious Williamsburg Abode!;320538;Larissa;Brooklyn;Williamsburg;Entire home/apt;95;4;132;07/07/2019;1.27;1;46
65813;Suite Sugar Hill, Harlem, Private Rm in Hosted Apt;321756;Eric;Manhattan;Harlem;Private room;75;3;20;02/01/2019;0.26;1;364
65834;Beautiful 1 Bedroom Apt Park Slope;321934;Jessica;Brooklyn;Park Slope;Entire home/apt;175;2;11;02/05/2013;0.11;1;246
66008;CHARMING CARROLL GARDENS APT.;322884;Melissa;Brooklyn;Carroll Gardens;Entire home/apt;190;3;51;01/07/2019;0.57;1;288
66026;Private Bedroom Brownstone Brooklyn;322716;Alex;Brooklyn;Crown Heights;Private room;49;21;15;30/06/2019;0.15;5;331
66251;East Village Loft with Piano & Patio;324460;Samir;Manhattan;East Village;Entire home/apt;212;3;67;25/06/2019;1.31;1;51
66275;Lower East Side Magic Room;314941;Tony;Manhattan;Lower East Side;Private room;95;1;109;23/06/2019;1.11;3;364
66451;**Fantastic Williamsburg Apt**;325389;Luis Fernando;Brooklyn;Williamsburg;Entire home/apt;140;2;9;16/02/2019;0.11;1;254
66718;West Harlem Home Base - Eco-Apt.;136227;Henning;Manhattan;Harlem;Entire home/apt;135;6;187;23/06/2019;1.87;1;189
66741;Charming Garden Apt in Park Slope;327673;Stefano;Brooklyn;Park Slope;Entire home/apt;150;2;214;23/06/2019;2.08;2;263
66974;Lovely, Modern, Garden Apartment;329436;Jana;Brooklyn;Gowanus;Entire home/apt;190;3;69;01/07/2019;0.79;2;258
67288;Central Park 1BR sunny condo;101597;Per;Manhattan;East Harlem;Entire home/apt;124;28;22;15/06/2019;0.26;1;103
67299;Cozy Garden Apartment  in Williamsburg;330347;Adrienne;Brooklyn;Williamsburg;Entire home/apt;135;30;56;06/05/2019;0.56;1;42
67397;SoHa comfort-by NW Central Park!;332189;Elise;Manhattan;Morningside Heights;Private room;122;3;93;22/06/2019;0.93;1;246
68099;Cozy room in Upper West Side;323517;Deda;Manhattan;Upper West Side;Private room;109;1;104;25/06/2019;1.05;2;364
68305;Cozy Private Room in Apartment;338454;Share;Manhattan;Harlem;Private room;85;30;64;06/07/2018;0.68;1;318
68403;The Cozy Brownstone Inn (discount)!;240427;Naimah;Brooklyn;Bedford-Stuyvesant;Entire home/apt;145;3;127;24/06/2019;1.25;2;72
68735;Prewar Penthouse w Private Terrace;342054;Violetta;Manhattan;Upper West Side;Entire home/apt;195;11;30;13/06/2019;0.32;1;249
68765;Designer 2.5 BR Loft in Carroll Gardens by Subway;282655;Jenna;Brooklyn;Carroll Gardens;Entire home/apt;250;2;106;27/06/2019;1.34;3;272
68900;Bright Beautiful Brooklyn;343250;Jason;Brooklyn;Greenpoint;Private room;125;3;6;13/11/2016;0.10;1;325
68974;Unique spacious loft on the Bowery;281229;Alicia;Manhattan;Little Italy;Entire home/apt;575;2;191;20/06/2019;1.88;1;298
69894;Nice renovated apt, prime location!;352168;Silvia;Manhattan;Upper West Side;Entire home/apt;150;30;48;11/06/2019;0.55;1;35
69921;Brooklyn Writer's Nook;155689;Joab;Brooklyn;Bushwick;Private room;70;5;47;29/06/2019;0.49;1;203
70095;Private Bedroom in Large NYC Apartment;353965;Mary And Geoff;Manhattan;Inwood;Private room;90;2;120;30/06/2019;1.27;1;132
70128;Large, Sunny Room East Village NYC;354330;Eyal;Manhattan;East Village;Private room;65;3;52;10/01/2019;0.63;1;5
70609;Great Large 3 BR/2 Bath Duplex with Private Patio!;72062;Bruce;Manhattan;East Village;Entire home/apt;500;2;48;16/06/2019;0.48;4;297
71010;All That Jazz. Uptown style on Sugar Hill.;361855;Kurt;Manhattan;Washington Heights;Entire home/apt;250;3;32;24/05/2019;0.43;2;276
71248;Bright and lovely 1 bdrm apt in LES;363834;Jennifer;Manhattan;Chinatown;Entire home/apt;125;25;43;17/06/2019;0.42;1;102
71366;Beautiful One Bed West Village - 4 Month Special;364955;Ruperto;Manhattan;West Village;Entire home/apt;200;30;39;25/06/2019;0.44;1;251
71384;Gigantic Private Brooklyn Loft!;365153;Ben;Brooklyn;Greenpoint;Entire home/apt;229;1;50;13/05/2014;0.50;1;188
71812;Condo Apartment with laundry in unit;369015;Thai;Bronx;Kingsbridge;Entire home/apt;90;30;4;02/01/2019;0.35;2;346
72190;1BR: See Central Park from Terrace!;373085;Hudson;Manhattan;Upper West Side;Entire home/apt;110;13;38;15/02/2019;0.39;1;0
72265;Private room in cozy Greenpoint;340692;Vanessa;Brooklyn;Greenpoint;;59;3;29;16/06/2019;0.36;1;15
74073;Food & Music Dream Apartment in Williamsburg;211877;Daniel;Brooklyn;Williamsburg;Entire home/apt;195;4;59;23/06/2019;0.60;1;71
74240;French Garden cottage off Bedford;389924;Patty;Brooklyn;Williamsburg;Entire home/apt;169;1;68;07/06/2019;0.67;2;215
74333;Alcove Studio w/ outdoor Patio Deck;331328;Amir;Manhattan;East Harlem;Entire home/apt;113;14;26;25/11/2015;0.27;3;253
74404;Luxury 3 bed/ 2 bath apt in Harlem w/ terrace;391325;G & S;Manhattan;Harlem;Entire home/apt;;;31;22/08/2012;0.31;1;78
74680;One Bedroom Mini studio - Free WIFI;265109;Nazleen;Queens;Astoria;Entire home/apt;115;2;198;31/05/2019;2.01;1;257
74860;Sunlit and Cozy Williamsburg/Greenpoint, Brooklyn;394752;Allison;Brooklyn;Greenpoint;Private room;55;2;1;28/03/2011;0.01;1;0
75193;BROOKLYN > Guest Room w/ King Bed in Williamsburg;308875;Scott;Brooklyn;Williamsburg;Private room;69;2;220;22/06/2019;2.17;2;8
75635;Bright Cozy Chinatown Studio Apt.;401696;Patricia;Manhattan;;Entire home/apt;150;3;286;27/06/2019;2.81;1;191
76761;Eveland the Place to Stay & Enjoy a 5-⭐️ 2bdrm;118971;Evelyn;Brooklyn;South Slope;Entire home/apt;169;2;398;28/06/2019;3.97;3;182
77765;Superior @ Box House;417504;The Box House Hotel;Brooklyn;Greenpoint;Private room;179;3;36;01/07/2019;0.36;28;79
77936;Hells Kitchen Garden of Eden;134355;Moss Owen;Manhattan;Hell's Kitchen;Private room;150;3;36;14/06/2019;0.36;1;49
78919;Historic House Boerum Hill, BK, NYC;422561;Nancy;Brooklyn;Boerum Hill;Entire home/apt;135;4;6;05/02/2016;;1;0
79067;Lovely 3 bedroom in Italianate Brownstone w/garden;425506;Bliss;Brooklyn;;Entire home/apt;350;6;14;20/04/2019;0.30;1;156
79782;Williamsburg HUGE, PRIVATE BATH - Next to Train!;430188;Pam;Brooklyn;Williamsburg;Private room;120;14;76;31/03/2019;0.76;6;343
80493;Cozy room in East Village with AC;434987;;Manhattan;East Village;Private room;71;2;182;04/07/2019;1.81;1;200
80684;Duplex w/ Terrace @ Box House Hotel;417504;The Box House Hotel;Brooklyn;;Private room;349;;8;27/03/2016;0.09;28;60
80700;;417504;The Box House Hotel;Brooklyn;Greenpoint;Private room;349;3;7;24/05/2019;0.07;28;60
80924;Spacious 3 Bedroom Duplex in Park Slope;;Ellis;Brooklyn;Park Slope;;165;30;34;25/09/2018;0.51;2;189
81739;Loft w/ Terrace @ Box House Hotel;417504;The Box House Hotel;Brooklyn;Greenpoint;Private room;249;3;2;12/05/2011;0.02;28;60
82549;Columbia Castle in Brooklyn Heights;448312;Christopher;Brooklyn;Brooklyn Heights;Private room;100;3;66;16/09/2016;;2;0
82550;Columbia Castle 2 BR;448312;Christopher;Brooklyn;Brooklyn Heights;Entire home/apt;200;3;;30/06/2019;0.85;2;106
82638;Charming Artist's Flat, East Village;449787;Sarah;;East Village;Entire home/apt;169;4;240;06/06/2019;2.40;1;276
82928;BEAUTIFUL 2 BEDROOM APARTMENT;;Ruthven;Brooklyn;Bedford-Stuyvesant;;185;3;46;;1.07;1;248
83243;Brooklyn Cove Studio Apt w/ Garden!!;453519;Julian;Brooklyn;Bushwick;Entire home/apt;65;2;228;10/06/2019;2.27;1;194
83446;Ft. Greene garden gem, large and convenient;454756;Leslie;Brooklyn;Fort Greene;Entire home/apt;130;35;5;03/09/2018;0.05;1;135
83722;Williamsburg penthouse with private roof cabana;456638;Sophie;Brooklyn;Williamsburg;Entire home/apt;199;30;8;26/08/2018;0.11;1;30
83847;East Village Designer's 1-BR APT;410094;Yvette;Manhattan;East Village;Entire home/apt;225;;33;02/01/2019;0.33;1;0
84010;Superior @ Box House;417504;;Brooklyn;Greenpoint;Private room;179;3;13;27/06/2019;0.14;28;81
84059;So Much Room in Brooklyn;459054;Famous;Brooklyn;;Entire home/apt;150;5;5;22/07/2018;0.05;1;0
84659;Large Studio--Heart of East Village;462776;Kyle;Manhattan;East Village;Entire home/apt;139;1;388;26/06/2019;3.88;1;142
84905;Huge.Bright.Clean.Safe. Private Room;464506;Ange;Manhattan;Two Bridges;Private room;95;3;223;23/06/2019;2.22;2;60
85094;Garden 1BR/1BA Brownstone Apt - 2 blocks to subway;322716;Alex;Brooklyn;Crown Heights;Entire home/apt;79;15;11;14/01/2019;0.11;5;179
86215;MODERN SPACIOUS 2 BR APT DOWNTOWN MANHATTAN;327900;T;Manhattan;Lower East Side;Entire home/apt;150;2;151;24/06/2019;1.51;2;52
89427;The Brooklyn Waverly;116599;Sahr;Brooklyn;Clinton Hill;Entire home/apt;650;5;0;;;3;365
89621;WONDERFUL, COMFORTABLE STUDIO;209460;Marylyn;Brooklyn;Bedford-Stuyvesant;Entire home/apt;90;3;218;28/06/2019;2.26;4;324
93313;MAISON DES SIRENES 2;25183;Nathalie;Brooklyn;Bedford-Stuyvesant;Entire home/apt;120;2;75;23/06/2019;0.76;2;237
94035;Modern, Safe, Clean, Bright Room in Astoria for 2;35375;Savannah;Queens;Astoria;Private room;80;1;42;06/07/2019;1.21;2;365
94209;LARGE 1BR (CONV 2BR) CROWN HEIGHTS;503800;Sadatu;Brooklyn;Crown Heights;Entire home/apt;100;90;0;;;1;365
94477;The Vernon On Greene;478395;Jason;Brooklyn;Bedford-Stuyvesant;Entire home/apt;175;2;370;05/07/2019;3.74;1;204
94783;Beautiful, Bright’s, Warm & Spacious 1.5BR Apt;473113;Keishera;Brooklyn;Crown Heights;Entire home/apt;120;5;104;21/06/2019;1.04;1;272
95747;Lovely 1BR in Tree-lined WBurg;509341;Tessa;Brooklyn;Williamsburg;Entire home/apt;140;7;13;18/07/2016;0.13;1;0
95883;Spacious Loft in Clinton Hill;509918;Eduardo;Brooklyn;Bedford-Stuyvesant;Entire home/apt;200;5;4;26/12/2018;0.07;1;9
96471;The Brooklyn Waverly, One Bedroom;116599;Sahr;Brooklyn;Clinton Hill;Private room;165;4;11;07/06/2019;0.11;3;365
98330;LOVELY APARTMENT IN THE HEART OF NY;31374;Shon;Manhattan;Kips Bay;Entire home/apt;125;4;1;03/01/2012;0.01;3;181
98663;Groovy NYC Chelsea Pad;520279;Peter Michael;Manhattan;Chelsea;Entire home/apt;130;30;19;11/06/2018;0.19;1;189
99070;Comfortable Cozy Space in El Barrio;522065;Liz And Melissa;Manhattan;East Harlem;Shared room;65;7;131;26/05/2019;1.31;2;0
99085;Sunny Bklyn Jewel  Fort Greene JULY  - AUG 2019;522164;Wanda;Brooklyn;Fort Greene;Entire home/apt;123;30;15;01/05/2019;0.15;1;189
100002;MANHATTAN Neat, Nice, Bright ROOM;523218;Giorgio;Manhattan;Washington Heights;Private room;67;2;136;17/06/2019;1.37;1;296
100184;Bienvenue;526653;;Queens;Queens Village;Private room;50;1;43;08/07/2019;0.45;1;88
100186;Large Brand New Park Slope 1BR;526805;Mi;Brooklyn;Gowanus;Entire home/apt;130;7;98;28/06/2019;0.99;1;35
101053;Colorful Artistic Williamsburg Apt;530032;Lee And Tara;Brooklyn;Williamsburg;Private room;100;3;31;01/03/2019;0.31;1;0
102995;UWS Brownstone Near Central Park;178043;Chas;Manhattan;Upper West Side;Entire home/apt;212;21;45;01/01/2018;0.46;1;35
103161;Artsy TopFloor Apt in PRIME BEDFORD Williamsburg;465278;Ade;Brooklyn;Williamsburg;Entire home/apt;190;3;124;26/06/2019;1.76;1;359
103311;2 BR w/ Terrace @ Box House Hotel;417504;The Box House Hotel;Brooklyn;Greenpoint;Private room;599;3;9;19/05/2018;0.09;28;60
103806;BOHEMIAN EAST VILLAGE 2 BED HAVEN;251176;Jason;Manhattan;East Village;Entire home/apt;249;5;166;27/05/2019;1.68;2;365
105469;Oceanfront Apartment in Rockaway;547386;Michelle;Queens;Rockaway Beach;Private room;70;27;13;21/09/2015;0.13;1;335
105510;Private 1-Bedroom Apt in Townhouse;322716;Alex;Brooklyn;Crown Heights;Entire home/apt;100;30;15;05/01/2019;0.16;5;282
106363;Bright Room With A Great River View;551055;Alicia;Manhattan;Harlem;Private room;60;3;380;26/06/2019;3.83;2;247
106647;Tree lined block modern apartment;552679;Olivia;Brooklyn;Bedford-Stuyvesant;Entire home/apt;135;2;86;16/06/2019;0.87;1;102
