id;name;host_id;host_name;neighbourhood_group;neighbourhood;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365
3953314;Hamiltons Hideway Lower Level Apt NYC;295128;Carol Gloria;Bronx;Clason Point;Entire home/apt;155;1;19;01/07/2019;0.35;7;332
3953415;LL2;295128;Carol Gloria;Bronx;Clason Point;Private room;75;2;0;;;7;349
3953585;Manhattan Private Room15min=TimesSQ;7580038;Jack Andrew;Manhattan;Harlem;Private room;39;4;33;04/06/2019;0.57;3;292
3953942;Spacious 1 Bedroom Apt in Brooklyn;8015051;Justine;Brooklyn;Crown Heights;Entire home/apt;115;2;76;16/06/2019;1.30;1;283
3957619;Prime SoHo! shops, food, fun;12485770;Raanan;Manhattan;SoHo;Entire home/apt;110;30;3;26/03/2017;0.05;9;333
3958460;Central Park-Lincoln Center;10194688;Mariela;Manhattan;Upper West Side;Private room;100;3;172;01/07/2019;2.93;1;214
3959369;Luxurious 1BR Best Views in NYC! ;2032408;Kimberly;Manhattan;Battery Park City;Entire home/apt;225;3;2;03/11/2015;0.04;1;0
3962389;Two bedroom fully furnished apt.;20534981;Charlayne;Brooklyn;Flatlands;Entire home/apt;125;14;10;25/01/2019;0.21;1;180
3962586;Sunny private room in Gramercy;20536249;Daphne;Manhattan;Gramercy;Private room;150;1;1;14/09/2014;0.02;1;0
3963137;Beautiful Bed-Stuy Brownstone;5742948;Tommy;Brooklyn;Bedford-Stuyvesant;Entire home/apt;199;4;9;01/07/2017;0.23;1;0
3963345;Large Duplex Apt. with Balcony near Union Square;978546;Shivani;Manhattan;East Village;Entire home/apt;250;3;12;11/02/2018;0.25;1;0
3963635;A 2-story, 2-bedroom house - 20min to Downtown;20543178;Pervaiz;Brooklyn;Bedford-Stuyvesant;Entire home/apt;210;2;10;18/05/2019;0.21;2;180
3967160;Firehouse Loft with Harbor Views;20555401;Susannah;Staten Island;Stapleton;Entire home/apt;180;2;139;23/06/2019;2.42;1;263
3967492;East Village Studio Apt.;5160894;Pat;Manhattan;East Village;Entire home/apt;129;5;26;03/06/2019;0.58;1;0
3967945;Great Apt steps from Central Park;18481481;Jeff And Jessica;Manhattan;East Harlem;Private room;90;1;265;06/01/2019;4.50;1;36
3968434;SUNNY HUDSON RIVER VIEW   2BATHRM APT NEAR SUBWAY;1100494;Mike&Mavi;Manhattan;Harlem;Private room;50;30;46;24/08/2017;0.79;3;330
3968610;Charming apt in Greenwich Village!;20567256;Marina;Manhattan;Greenwich Village;Entire home/apt;140;1;37;26/06/2019;0.66;1;19
3970224;Groovy Two Story Garden Apartment;1033829;Joe & Michael;Brooklyn;Bedford-Stuyvesant;Entire home/apt;150;2;5;29/12/2018;0.09;1;0
3970345;Luxury large Penthouse /Fireplace / City views..;363472;Barry;Manhattan;East Village;Entire home/apt;233;30;17;15/07/2018;0.33;1;364
3970562;In The Heart of The East Village;15309829;Natalie;Manhattan;East Village;Entire home/apt;170;2;1;01/01/2019;0.16;1;0
3970701;Beautiful Private Room in Newly Renovated Apt;20278196;Stephanie;Brooklyn;East Flatbush;Private room;60;2;6;03/02/2019;0.26;3;326
3970724;Spacious 2 bedroom in trendy hood;3339819;Jennifer;Brooklyn;Crown Heights;Entire home/apt;200;2;3;26/05/2015;0.05;1;0
3970755;Sunny Junior 1 Bedroom;3164949;Robert;Brooklyn;Cobble Hill;Entire home/apt;160;4;0;;;1;0
3970936;Prime Gramercy, Luxury 1BD DOORMAN ;1475015;Mike;Manhattan;Gramercy;Entire home/apt;150;30;1;08/10/2014;0.02;52;342
3971065;Spacious Modern Apt that feels like HOME;20580437;Adam;Brooklyn;Williamsburg;Entire home/apt;140;2;3;04/09/2017;0.12;1;0
3971526;Sunny, Spacious Room in Brooklyn!;1840581;Angelica;Brooklyn;Flatbush;Private room;65;1;0;;;1;0
3971534;SpaciousBedroom in Brownstone Bklyn;14741088;Victoria;Brooklyn;Carroll Gardens;Private room;60;3;3;01/12/2017;0.07;1;0
3971580;Entire apartment 1st Floor;17576229;Mary;Brooklyn;Bay Ridge;Entire home/apt;130;3;1;26/05/2018;0.07;1;83
3971948;Charming sunny room in Brooklyn;19808313;Georgia;Brooklyn;Clinton Hill;Entire home/apt;103;1;0;;;1;0
3973944;Ground & Rejuvenate PR Williamsburg;1401835;Danielle;Brooklyn;Williamsburg;Private room;89;2;30;26/05/2019;0.52;3;219
3974464;Art Studio Loft in Manhattan (UWS);20047729;Fabio;Manhattan;Upper West Side;Private room;50;5;0;;;1;0
3975630;Beautiful 1 bedroom in NYC;20604091;Eliana E;Queens;Woodside;Entire home/apt;150;2;110;27/06/2019;1.86;1;294
3979360;!!Studio next to Empire State Bldg.;20624434;Matti;Manhattan;Midtown;Entire home/apt;240;3;7;07/04/2015;0.13;1;0
3979611;Located at the heart of Manhattan;19407840;Peng;Manhattan;Roosevelt Island;Entire home/apt;1400;90;31;03/12/2015;0.53;1;88
3979613;ECO-CHIC PALLET DESIGN APARTMENT;20625992;Christian;Queens;Jackson Heights;Entire home/apt;200;2;0;;;1;364
3979628;BR/Private Bath 10Mins to TIME SQ;2766755;Mara;Manhattan;Harlem;Private room;88;2;171;16/06/2019;2.93;2;234
3979714;Central Park North 1BD;557329;James;Manhattan;Harlem;Shared room;75;1;6;13/06/2019;0.10;1;315
3980487;Awesome Apartment near Times Sq.;3424328;Jd;Manhattan;Chelsea;Entire home/apt;500;1;27;17/09/2016;0.46;1;90
3983422;Chelsea Home with a View;17546682;Angela;Manhattan;Chelsea;Entire home/apt;125;4;1;19/07/2018;0.08;1;0
3983469;Private room near Columbia University;8734291;Mike;Manhattan;Upper West Side;Private room;75;1;65;05/07/2019;1.12;1;301
3983643;Gorgeous 1BD Best Gramercy Park  ;1475015;Mike;Manhattan;Gramercy;Entire home/apt;130;30;2;30/10/2015;0.04;52;335
3984168;Union Square~Reno 2BR~Great Value;2119276;Host;Manhattan;East Village;Entire home/apt;170;30;11;09/05/2019;0.19;39;319
3985673;NYC Artists Loft in Chelsea;6337882;Michael;Manhattan;Chelsea;Entire home/apt;300;2;11;20/05/2019;0.19;1;137
3987571;Garden Apartment with Private Entry;20670026;Monifa & Saint;Brooklyn;Bedford-Stuyvesant;Entire home/apt;115;2;259;30/06/2019;4.43;1;285
3987599;Great 3 Bdrm- Internships, Students;20670246;Jaxon;Brooklyn;Bushwick;Entire home/apt;93;30;23;24/06/2018;0.40;1;226
3989564;Brooklyn Garden Apartment ;1272714;Arielle;Brooklyn;Bedford-Stuyvesant;Entire home/apt;119;2;209;19/06/2019;3.62;1;241
3992326;Bohemian Den in Chinatown-New York;20694703;Pablo;Manhattan;Lower East Side;Entire home/apt;180;6;24;10/10/2018;0.41;2;51
3993392;Stylish 2bdr harlem brownstone;11790239;Mina;Manhattan;Harlem;Entire home/apt;226;3;8;19/10/2015;0.14;3;303
3993553;North Park Slope Studio;6198638;Carla;Brooklyn;Park Slope;Entire home/apt;155;2;2;01/12/2015;0.04;1;0
3999228;Best Location NYC! Studio in heart of The Village;14545465;Tom;Manhattan;West Village;Entire home/apt;115;4;16;17/03/2017;0.27;1;0
4000133;Ditmas Park townhouse front bedroom;20738908;James;Brooklyn;Flatbush;Private room;50;2;4;29/10/2015;0.07;1;0
4000561;Large apartment in Manhattan UWS;3325418;Patricia;Manhattan;Morningside Heights;Entire home/apt;600;1;0;;;3;344
4000571;Private Suite/Bath in Manhattan NYC;3325418;Patricia;Manhattan;Morningside Heights;Private room;200;1;30;30/04/2018;0.52;3;0
4000579;Sunny 1 BR Brooklyn Loft Apartment ;3146353;Sara;Brooklyn;Clinton Hill;Entire home/apt;157;4;3;22/10/2014;0.05;1;0
4000621;Hancock House cozy Garden Level;1542375;Nicci & David;Brooklyn;Bedford-Stuyvesant;Entire home/apt;145;3;122;10/06/2019;2.14;1;269
4003515;Charming New York town house;2787824;Martyn;Queens;Glendale;Private room;95;2;46;23/06/2017;1.15;1;0
4006264;Cozy Parkside 1 Bedroom Apartment;942933;David;Manhattan;Harlem;Entire home/apt;115;1;1;25/09/2014;0.02;1;0
4007277;Convenient and Affordable in the Heart of Astoria;3120671;Benham;Queens;Astoria;Private room;65;2;5;07/07/2019;5;1;2
4007770;One Bedroom in Heart of Harlem;16949652;Derrick;Manhattan;Harlem;Entire home/apt;275;1;0;;;1;0
4008443;Private room in Astoria, NY!!;20741468;Sarah;Queens;Astoria;Private room;250;2;22;02/01/2018;0.43;1;123
4013339;Amazing Private Room in the Heart of Manhattan;2090439;Matt;Manhattan;Little Italy;Private room;95;3;135;16/06/2019;2.31;1;9
4013668;Spacious Park Slope brownstone;20809866;David;Brooklyn;Park Slope;Entire home/apt;185;4;111;07/06/2019;1.90;1;9
4016069;1C.  Private  Rm in Guesthouse Manhattan;7831209;Bobi;Manhattan;East Harlem;Private room;55;1;163;14/05/2019;2.76;10;359
4016121;Located in the heart of NoLita.;14707270;Hamish;Manhattan;Nolita;Entire home/apt;350;1;1;05/01/2016;0.02;1;0
4016142;Big Bedroom in Sunny & New Lower East Side Apt;20822611;Robin;Manhattan;Lower East Side;Private room;170;5;22;14/10/2018;0.38;1;259
4016173;Turn of the Century Railroad Flat /4 day Wknd;9639040;Joanne;Brooklyn;Park Slope;Entire home/apt;100;2;18;24/06/2019;0.31;1;58
4016791;Sunny Private Bedroom;20827756;Jillian;Manhattan;Washington Heights;Private room;36;2;10;01/10/2017;0.20;1;0
4017226;Comfortable room in Brooklyn;20830484;Lorcán;Brooklyn;Gowanus;Private room;60;1;1;21/09/2014;0.02;1;0
4020957;Sunny Room in Bedstuy;12876904;Marla;Brooklyn;Bedford-Stuyvesant;Private room;125;2;1;05/06/2015;0.02;1;0
4024936;Beautiful, Bright, Williamsburg apt;10263619;Chloe;Brooklyn;Williamsburg;Entire home/apt;120;2;135;03/07/2019;2.32;1;66
4025313;One Bed Studio at Wall Street;17249397;Sushant;Manhattan;Financial District;Shared room;90;1;8;21/05/2015;0.14;2;0
4025329;SPACIOUS STUDIO-HIGH END FINISHES;9743617;Patricia;Manhattan;Harlem;Entire home/apt;129;5;91;17/06/2019;1.63;2;260
4026150;Personal, Private and Pretty NYC Apartment;16514175;Karen;Queens;Elmhurst;Entire home/apt;78;2;133;23/06/2019;2.26;5;107
4028670;Luxury 1 Bedroom Sublet ;7877288;James;Manhattan;Lower East Side;Entire home/apt;120;1;0;;;1;0
4031297;Clean Bedroom in Greenwich Village;4163733;Mike;Manhattan;Greenwich Village;Private room;99;2;21;02/11/2017;0.36;1;268
4031463;Comfortable Private space with a terrace;20900568;Mike;Bronx;Norwood;Private room;50;1;108;28/06/2019;1.84;1;261
4031809;Prewar classic NYC apartment.;20902552;Miquel;Manhattan;Washington Heights;Private room;16;14;0;;;1;0
4032229;Beautiful airy room in nice family home;13649613;Rossy,  Carmen And Juan;Bronx;University Heights;Private room;47;2;122;02/07/2019;2.15;4;71
4033300;Sunny and comfortable 2 bedroom apt;2155917;Stephanie;Brooklyn;Bedford-Stuyvesant;Entire home/apt;150;5;18;26/06/2019;2.57;3;254
4033422;The Lighthouse Manor;20911928;Judith;Staten Island;Lighthouse Hill;Entire home/apt;200;2;49;31/12/2018;0.92;1;360
4033444;Big New York City Suite Near Subway;20912185;Saya & Diego;Brooklyn;Crown Heights;Entire home/apt;125;2;130;23/06/2019;2.23;1;293
4033521;Brooklyn 1 BR Near Subway;1369577;Thomas & Gaby;Brooklyn;Crown Heights;Entire home/apt;60;6;144;18/06/2019;2.50;2;59
4033998;Chic and peaceful;11818785;Fabio;Queens;Jackson Heights;Private room;200;30;0;;;1;88
4037379;Bright, Spacious Studio in Brooklyn;5642757;Ilona;Brooklyn;Flatbush;Entire home/apt;100;3;9;05/04/2016;0.16;1;0
4037522;Cozy, Safe & Clean room in Astoria;608396;Kiara;Queens;Astoria;Private room;99;1;15;16/02/2019;0.26;1;322
4038794;Bright room with private bathroom;19638238;Elke;Manhattan;Washington Heights;Private room;75;2;25;30/05/2019;0.53;1;198
4039020;HUGE, PRIVATE BATH, STEPS FRM TRAIN;430188;Pam;Brooklyn;Williamsburg;Private room;140;5;1;14/09/2014;0.02;6;185
4039789;Harmonious Sanctuary near Yankee Stadium.;20945243;Michael;Bronx;Concourse Village;Entire home/apt;90;30;1;12/05/2017;0.04;1;358
4040900;Couch in times square;3789165;Lisa;Manhattan;Theater District;Shared room;59;2;58;01/06/2019;0.99;1;345
4040926;1BR Apartment- Fantastic Location!;15742426;Lauren;Manhattan;East Village;Entire home/apt;111;3;51;29/04/2019;0.88;1;198
4041189;Cozy 1 bedroom + air mattress, 2 cats, sleeps 3;19755511;Agnieszka;Manhattan;Washington Heights;Entire home/apt;80;4;3;06/12/2018;0.05;1;0
4041351;Private Room In A Comfy 3BR Apt;2034343;David;Brooklyn;Crown Heights;Private room;80;1;0;;;1;0
4041383;Harlem Knight - the heart of Manhattan;20955075;Rk;Manhattan;Harlem;Private room;50;14;5;26/05/2017;0.14;1;0
4044625;LES Studio with Large Patio;20971414;Tuvia;Manhattan;Chinatown;Entire home/apt;300;4;7;02/04/2016;0.12;1;0
4044906;Ft Greene / Garden / Sauna;15582617;Andrew;Brooklyn;Fort Greene;Entire home/apt;90;4;3;30/07/2017;0.12;1;0
4046281;Spacious and Sunny Private Bedroom!;20979850;David;Manhattan;East Village;Private room;119;1;49;19/06/2019;1.40;1;84
4047638;NYC-Great Cost x Benefit-Huge Room-Next to Subway.;20987432;Valeria;Queens;Astoria;Private room;69;4;22;04/06/2019;0.38;1;311
4047751;Beautiful Upper West 1 BR Apartment;16325217;Sarah;Manhattan;Upper West Side;Entire home/apt;260;2;0;;;1;0
4047791;Spacious Sunny 2BR/Prime Greenpoint;20987992;Alicja;Brooklyn;Greenpoint;Entire home/apt;185;2;114;07/07/2019;1.94;1;16
4047815;Jackson Heights charmer!;20988865;Elizabeth;Queens;Jackson Heights;Entire home/apt;100;2;24;30/12/2018;0.42;1;0
4047932;Central Park Housing;20989479;Arnab;Manhattan;Upper West Side;Shared room;85;1;33;28/12/2015;0.56;1;0
4048043;1 BR in Exposed Brick SoHo apt;10135;Jason;Manhattan;SoHo;Private room;135;2;125;16/06/2019;2.14;2;340
4050254;Mid-Century Modern En-Suite in Brownstone!;9492212;Emily And Joel;Brooklyn;Park Slope;Private room;169;1;151;19/01/2019;2.58;4;0
4050765;Harmony House 3 on Madison Street;21014758;Garnet;Brooklyn;Bedford-Stuyvesant;Private room;38;2;50;25/06/2019;1.35;3;126
4050795;Cozy Contempo Rustic Chic (stay w/a local artist!);21004091;Tony;Brooklyn;Bushwick;Private room;90;2;52;22/05/2019;2.21;1;288
4051643;Cozy Chic Uptown Home;21009723;Magen;Manhattan;Harlem;Private room;45;4;1;02/06/2016;0.03;1;0
4052514;Wow!  Two Bedroom Apartment in Safe Neighborhood!;2037149;Steve & Anna;Brooklyn;Windsor Terrace;Entire home/apt;149;4;143;24/06/2019;2.62;1;254
4053249;Quiet 2 bdrm in cozy Clinton Hill!;21019043;Jason;Brooklyn;Clinton Hill;Entire home/apt;200;2;14;29/11/2016;0.24;1;0
4053287;Spacious Apartment with River Views!;21019260;Michael And Donna;Manhattan;Roosevelt Island;Entire home/apt;125;60;6;30/06/2019;0.11;1;278
4053471;Apartment in Heart of Greenpoint;3967335;Molly;Brooklyn;Greenpoint;Private room;65;2;26;20/06/2019;0.45;2;6
4053517;Two-Bedroom Greenpoint Apartment;3967335;Molly;Brooklyn;Greenpoint;Entire home/apt;174;2;31;02/06/2019;0.54;2;12
4053564;Beautiful room with bathroom;21020951;Claudina;Brooklyn;Bedford-Stuyvesant;Private room;89;2;24;31/05/2019;0.41;5;339
4053597;Artist's Creative Cozy Studio in Park Slope;5133495;Mary Kathryn;Brooklyn;South Slope;Entire home/apt;150;3;8;27/05/2019;0.15;1;0
4053912;Lots of space, great location;21017521;Isis;Brooklyn;Prospect-Lefferts Gardens;Private room;75;18;0;;;1;0
4053987;Small Private Room for 1 person;1960128;Luana;Queens;Ozone Park;Private room;58;1;2;16/08/2015;0.04;2;364
4054332;awesome location.;21026294;Gilda;Brooklyn;Park Slope;Private room;103;30;45;05/10/2016;0.82;1;0
4054450;Comfortable & Spacious Home in NYC;4054295;Charles;Manhattan;Hell's Kitchen;Entire home/apt;383;3;24;28/06/2019;0.41;1;251
4055732;Stay in Clinton Hill sprout house!;12368114;Rachelle;Brooklyn;Clinton Hill;Private room;40;1;1;07/06/2015;0.02;1;0
4057361;Large, Bright, Studio-Style Bedroom;2075509;Melissa;Queens;Long Island City;Private room;76;1;14;11/04/2019;0.41;1;225
4058701;Spare bedroom for rent in UWS-NYC;20484008;Mike;Manhattan;Upper West Side;Private room;170;1;3;10/11/2015;0.05;2;0
4058949;3C. Private Rm in Guesthouse Manhattan;7831209;Bobi;Manhattan;East Harlem;Private room;45;1;151;09/05/2019;2.59;10;357
4059037;Light Filled Studio;20441343;Lilah;Brooklyn;Bedford-Stuyvesant;Private room;100;3;0;;;1;352
4059620;Heart of Soho/Nolita;2788262;Stara;Manhattan;SoHo;Entire home/apt;199;2;167;23/06/2019;3.17;1;17
4060446;Modern spacious flat in Manhattan;21060554;Rob;Manhattan;Inwood;Entire home/apt;99;5;61;21/04/2019;1.06;1;1
4060526;Private Room A;10384906;Susan;Brooklyn;Sunset Park;Private room;39;1;51;09/06/2019;0.88;5;273
4060993;Spacious apt. 15 min to Manhattan;21064077;Dan;Queens;Ridgewood;Entire home/apt;60;21;5;31/10/2017;0.10;1;0
4063357;Stuvesant East;19382874;Anthony/Joanne;Brooklyn;Bedford-Stuyvesant;Entire home/apt;130;3;132;21/06/2019;2.53;2;257
4066224;Williamsburg Gem With Private Patio!;4050500;Kelly;Brooklyn;Williamsburg;Entire home/apt;200;1;170;30/06/2019;2.96;1;303
4067861;Newly Renovated BR in Heart of BK!;21096602;Khadija;Brooklyn;East Flatbush;Private room;65;1;0;;;1;0
4068216;Unbelievable Upper East Side Loc.;19331457;Yevgeny;Manhattan;Upper East Side;Private room;105;1;239;29/06/2019;4.13;2;287
4069228;1BR condo right by Prospect Park;14793862;Eleanor;Brooklyn;East Flatbush;Entire home/apt;115;3;64;08/06/2018;1.13;1;0
4069341;Urban Rustic Retreat;21105084;Sugeiry;Manhattan;Harlem;Entire home/apt;145;7;34;23/10/2017;0.58;2;0
4069681;"""DECO CASA""  2 Bedroom Greenpoint Brooklyn";20741012;Devin;Brooklyn;Greenpoint;Entire home/apt;75;2;102;30/06/2019;4.27;1;30
4070025;Luxury Flat with Outdoor and Study Room;21110000;Shahram;Brooklyn;DUMBO;Entire home/apt;250;2;150;05/07/2019;2.57;1;309
4070027;Room at East 110th St Upper East/E. Harlem;5558013;Suzanne;Manhattan;East Harlem;Private room;80;2;2;26/08/2016;0.06;1;0
4071007;Cozy 1 BR in Exposed Brick SoHo Apt;10135;Jason;Manhattan;SoHo;Private room;120;3;71;11/06/2019;1.21;2;304
4074248;Skylight Room in BK Duplex in Williamsburg;6459254;Todd;Brooklyn;Williamsburg;Private room;100;4;32;09/06/2019;0.56;1;0
4074892;Huge shared apt Near Times Sq & Convention Center;13322263;Aj;Manhattan;Hell's Kitchen;Private room;125;10;12;16/10/2016;0.20;1;0
4076084;Alcove Studio & Terrace best part of Williamsburg!;7116594;Russell;Brooklyn;Williamsburg;Entire home/apt;132;3;2;30/12/2017;0.05;1;0
4077090;Quiet Haven in Park Slope Huge 2BR;316474;Ellie;Brooklyn;South Slope;Entire home/apt;225;2;66;02/01/2019;1.13;1;158
4077427;Bright, Modern loft in Williamsburg;4148174;Daniel;Brooklyn;Williamsburg;Entire home/apt;175;2;2;12/10/2014;0.03;1;0
4077428;Amazing park view in the LES!!!;21149119;David;Manhattan;Chinatown;Entire home/apt;225;3;2;04/10/2015;0.03;1;221
4077460;Brooklyn modern 2 BR Garden Floor;21149129;Jenny;Brooklyn;Bedford-Stuyvesant;Entire home/apt;215;1;167;20/06/2019;2.86;1;250
4081707;Red Hook Architectural with huge outdoor area;4792032;Cee;Brooklyn;Red Hook;Entire home/apt;300;7;9;23/04/2019;0.18;1;32
4081800;Classic Brownstone Apartment;4835582;Julia;Manhattan;Harlem;Entire home/apt;130;2;185;17/06/2019;3.76;1;300
4081926;1 BDR APARTMENT  7 MINS FROM JFK 5 STAR RATED;21171867;Jennifer And Basil;Queens;Springfield Gardens;Entire home/apt;110;1;279;16/06/2019;5.02;1;355
4082062;Unique room w/2 Twin beds..wifi*metro* quiet*safe;310670;Vie;Bronx;Eastchester;Private room;75;2;37;16/06/2019;0.73;13;364
4082357;Big bedroom in Brooklyn!;3801427;Liz;Brooklyn;Greenpoint;Private room;36;14;18;27/04/2019;0.34;1;0
4083049;Modern Brooklyn Brownstone;1335736;Ozlem;Brooklyn;Bedford-Stuyvesant;Entire home/apt;299;4;8;02/08/2017;0.15;1;279
4084603;Prime East Village 1 Bedroom;7861502;Aviad;Manhattan;East Village;Entire home/apt;200;1;1;24/05/2015;0.02;1;0
4085647;Cozy and Convenient – Spacious 1 Bedroom Apartment;21145652;Kathisha;Brooklyn;East New York;Entire home/apt;110;3;9;21/12/2018;0.16;1;36
4088506;Modern, central WBurg 2BR w/rooftop;2436652;Krzysztof;Brooklyn;Williamsburg;Entire home/apt;160;30;44;10/06/2019;0.76;1;226
4089102;Serenity Near Manhattan;21183428;Jae (Owen's Wife);Brooklyn;Bedford-Stuyvesant;Entire home/apt;152;3;146;24/05/2019;2.51;2;287
4089189;Stunning Parlor Garden Apartment;5317124;Caroline;Brooklyn;Clinton Hill;Entire home/apt;145;3;16;15/06/2019;0.31;1;96
4089492;BUSHWICK (1 block from Jefferson L);21210898;Fagan;Brooklyn;Bushwick;Private room;120;2;11;22/06/2019;0.20;2;365
4089915;PRIVATE, Airy, 1 Bedroom Apt in Central Bushwick;2917387;Emily;Brooklyn;Bushwick;Entire home/apt;84;3;120;19/06/2019;2.29;1;224
4090748;Entire Manhattan Apt in Upper East;21217401;Yong;Manhattan;Upper East Side;Entire home/apt;160;5;13;20/09/2016;0.22;1;0
4091629;DO DROP IN, LLC;21222224;Erica;Brooklyn;Bedford-Stuyvesant;Entire home/apt;150;5;14;27/12/2017;0.28;2;363
4092826;Forest Hills Villa 皇后区“曼哈顿”-森林小丘别墅!;21228368;Jessica;Queens;Forest Hills;Entire home/apt;180;2;105;25/06/2019;1.80;5;190
4093399;DOMINIQUE'S NY*chic*  quiet room*wifi*metro;310670;Vie;Bronx;Eastchester;Private room;68;2;41;01/01/2019;0.74;13;365
4093511;Soho 1 Bedroom;21232737;Donour;Manhattan;SoHo;Entire home/apt;125;1;0;;;1;1
4093591;1 Room & 1 Bath;11090576;Michael;Brooklyn;Bushwick;Private room;25;1;8;15/01/2015;0.14;1;0
4096470;THE THOMPSON SUITE;4065620;Debbie;Brooklyn;Bedford-Stuyvesant;Entire home/apt;155;3;1;01/07/2019;1;2;342
4097279;A room with a window;2705041;Alexa;Manhattan;East Village;Private room;105;2;0;;;1;0
4097284;Bklyn, private Three Bedroom.;11948817;Leslie;Brooklyn;Canarsie;Entire home/apt;75;2;91;09/06/2019;1.56;2;289
4098078;Hamilton Heights Convent Ave Apartment;15277039;Ryan;Manhattan;Harlem;Private room;80;4;2;31/12/2015;0.05;1;0
4098271;Spacious Bedroom, L.E.S.;20245055;Sade;Manhattan;Lower East Side;Private room;72;3;56;30/06/2019;0.96;2;304
4098814;Private Single Room;1539749;Edward;Brooklyn;Bedford-Stuyvesant;Private room;52;2;29;05/05/2019;0.50;4;335
4102208;Convenient, clean and chic apartment;21279472;Zheni;Brooklyn;Carroll Gardens;Entire home/apt;125;3;93;21/06/2019;1.82;1;30
4102483;Sunny room on quiet block;4473954;Milena;Manhattan;Upper West Side;Private room;85;29;10;01/12/2018;0.36;1;241
4103623;Prospect Park Neighborhood Retreat;61463;Channa;Brooklyn;Windsor Terrace;Private room;58;4;18;01/07/2019;0.42;1;58
4103970;Private room in hip east Williamsburg/Greenpoint;1637916;Mandy;Brooklyn;Greenpoint;Private room;100;1;36;21/06/2019;2.69;1;335
4108547;East Village Queen Bed - Breakfast  - Subway 2 Blk;21315876;Helen;Manhattan;East Village;Private room;65;1;139;27/06/2019;3.64;2;103
4108799;Gorgeous Big & Bright Greenpoint Apt;622779;Kat;Brooklyn;Greenpoint;Entire home/apt;300;1;12;30/03/2018;0.32;1;362
4109246;Calm Bushwick Room--Next to subway!;7714918;Carrie-Anne;Brooklyn;Bushwick;Private room;40;28;191;15/05/2019;3.36;2;95
4109420;Accessible, large & stylish 2BR apt in Astoria!;19914713;Samantha;Queens;Astoria;Entire home/apt;110;2;47;07/07/2019;0.81;2;0
4110645;Art deco apartment in Brooklyn;21327210;David;Brooklyn;Bay Ridge;Private room;85;2;45;22/06/2019;0.77;2;90
4115327;The Garden Apartment;21352288;Deborah Lily;Brooklyn;South Slope;Entire home/apt;158;3;87;26/06/2019;1.53;1;204
4116403;Bright Room in Great Location;4314639;Brad;Brooklyn;Crown Heights;Private room;65;1;0;;;1;0
4117134;Beautiful Room in the heart of NYC. Hell's Kitchen;4934489;Jessica;Manhattan;Hell's Kitchen;Private room;100;2;8;09/12/2018;0.97;3;0
4117817;East Williamsburg Oasis;4516038;Zak;Brooklyn;Williamsburg;Private room;64;5;4;11/09/2016;0.07;1;0
4118244;3-LvPenthouse NYC skyline Subwy 50m;21362718;Rafael;Brooklyn;Carroll Gardens;Entire home/apt;395;4;33;18/05/2018;0.65;1;158
4118907;Charming 2-Bedroom Townhouse Apt;21367938;Rayna;Queens;Sunnyside;Entire home/apt;120;10;30;22/06/2017;0.52;1;142
4119763;Large, Sunny 25 min to Central Park;10172703;HayNoor;Bronx;Norwood;Private room;51;4;109;04/07/2019;1.88;1;212
4119794;Large studio in Seaport Area;21371406;Anthony;Manhattan;Two Bridges;Entire home/apt;149;6;1;01/01/2018;0.05;1;0
4120122;Cosy room in Williamsburg;21373495;Lara;Brooklyn;Williamsburg;Private room;65;1;113;21/06/2019;3.99;1;308
4120182;Master Bedroom 别墅二楼主卧房;21228368;Jessica;Queens;Forest Hills;Private room;70;1;11;05/11/2016;0.19;5;183
4121110;Upper West Side studio with private terrace;1923075;Andrew;Manhattan;Upper West Side;Entire home/apt;170;5;1;19/10/2014;0.02;1;0
4121173;Large Studio in Luxury Building;17249397;Sushant;Manhattan;Financial District;Entire home/apt;150;1;2;07/06/2015;0.04;2;0
4121363;Large Garden Alcove Studio Apartment in Manhattan;21380762;Rachel;Manhattan;East Harlem;Entire home/apt;75;30;6;22/05/2019;0.12;1;203
4125398;Private Room in prime UWS duplex!;21400083;Katherine;Manhattan;Upper West Side;Private room;100;1;10;17/08/2016;0.21;1;0
4125515;Cute room in Large Crown heights Apartment;21400616;LeKethia;Brooklyn;Crown Heights;Private room;38;2;12;01/01/2018;0.21;2;351
4126452;Quiet Two Bedroom Apartment ;21405141;Altin;Manhattan;Gramercy;Entire home/apt;200;3;13;19/10/2015;0.22;1;157
4126676;Great Apt 5min from Time Square NYC;19802029;Roger;Manhattan;Hell's Kitchen;Entire home/apt;145;7;37;11/02/2019;0.65;1;97
4127402;Brand New Furnished Brooklyn Apt.;21336880;Madison;Brooklyn;Crown Heights;Entire home/apt;150;5;14;01/11/2016;0.29;1;0
4127524;Entire 1BD Apt in Long Island City!;828682;Leora;Queens;Long Island City;Entire home/apt;200;1;2;01/12/2015;0.04;1;0
4128337;Entire Apartment - charming 1BR-20min to Downtown;20543178;Pervaiz;Brooklyn;Bedford-Stuyvesant;Entire home/apt;125;2;191;23/06/2019;3.27;2;311
4128428;Sunny Bedroom in quirky apartment;21416490;Elizabeth;Manhattan;Murray Hill;Private room;175;2;8;07/06/2019;0.43;1;177
